0x1c04e940:	0x00ff0000	0xffff0000	0x00000000	0x00000000
0x1c04ea20:	0x00010101	0x01010201	0x01010101	0x01020102
0x1c04ea30:	0x02010102	0x02020101	0x02010201	0x02010101
0x1c04ea40:	0x01010001	0x01010101	0x01010101	0x01010101
0x1c04ea50:	0x01010101	0x00010102	0x01010101	0x01010101
0x1c04ea60:	0x01010101	0x02020101	0x01010101	0x02010102
0x1c04ea70:	0x02020101	0x01020103	0x01010102	0x02020101
0x1c04ea80:	0x01010101	0x01010101	0x01010001	0x00010001
0x1c04ea90:	0x00010101	0x01010101	0x01010101	0x01020101
0x1c04eaa0:	0x01010101	0x02020201	0x01010201	0x02020101
0x1c04eab0:	0x01020302	0x02010102	0x01010301	0x01010101
0x1c04eac0:	0x01010101	0x00010101	0x00010101	0x01010101
0x1c04ead0:	0x01010001	0x01010201	0x01010102	0x01010100
0x1c04eae0:	0x01020102	0x01010102	0x02020202	0x01010101
0x1c04eaf0:	0x02010202	0x01020101	0x02020101	0x01010102
0x1c04eb00:	0x01010101	0x01010101	0x01010101	0x01010101
0x1c04eb10:	0x01010101	0x01010001	0x01010101	0x01010101
0x1c04eb20:	0x01020202	0x01020201	0x01010201	0x01020202
0x1c04eb30:	0x01020102	0x01020102	0x01010102	0x02020102
0x1c04e940:	0x02010102	0x00010101	0x01020101	0x01010101
0x1c04e950:	0x01020101	0x00010102	0x00010101	0x01030101
0x1c04e960:	0x03030203	0x02030101	0x01030202	0x01020303
0x1c04e970:	0x03030301	0x02020203	0x03030201	0x01030102
0x1c04e980:	0x01010101	0x01010101	0x01000101	0x01010201
0x1c04e990:	0x01010101	0x01010101	0x00010201	0x01010101
0x1c04e9a0:	0x03030202	0x03030203	0x03030303	0x03030102
0x1c04e9b0:	0x01030301	0x01030203	0x02020203	0x02030103
0x1c04e9c0:	0x01010101	0x01010102	0x01010102	0x01010101
0x1c04e9d0:	0x01020101	0x01010103	0x01020101	0x01010101
0x1c04e9e0:	0x02030203	0x03030301	0x03030303	0x03030103
0x1c04e9f0:	0x02030202	0x02030103	0x02030203	0x02030203
0x1c04ea00:	0x01020101	0x01020201	0x01010101	0x01020101
0x1c04ea10:	0x01030201	0x01020102	0x02020201	0x01010203
0x1c04ea20:	0x01020302	0x03020302	0x03020303	0x02030303
0x1c04ea30:	0x03030203	0x03030203	0x03030302	0x02010202
0x1c04ea40:	0x02020102	0x02010101	0x01020201	0x01010201
0x1c04ea50:	0x01010101	0x01030102	0x01020101	0x02020201
0x1c04ea60:	0x03030302	0x03030303	0x02030203	0x02020203
0x1c04ea70:	0x03030302	0x02020303	0x03020203	0x03030303
0x1c04ea80:	0x02020102	0x01010202	0x03030102	0x01020102
0x1c04ea90:	0x01010102	0x01010101	0x02010201	0x02030102
0x1c04eaa0:	0x02020202	0x02030303	0x03030303	0x03030203
0x1c04eab0:	0x02030303	0x02030203	0x02020302	0x02020203
0x1c04eac0:	0x02020102	0x02020201	0x01020103	0x02020202
0x1c04ead0:	0x02020101	0x01020203	0x02020102	0x03020101
0x1c04eae0:	0x03030203	0x03020303	0x03030203	0x03020303
0x1c04eaf0:	0x03030302	0x03030202	0x03030203	0x03020303
0x1c04eb00:	0x02020202	0x02020201	0x02010103	0x02030202
0x1c04eb10:	0x03020102	0x01020201	0x01010102	0x02020102
0x1c04eb20:	0x03030303	0x03030303	0x03030302	0x03030303
0x1c04eb30:	0x03030203	0x02030203	0x02030203	0x03030203
0x1c04e940:	0x03030304	0x03030303	0x03030303	0x03030303
0x1c04e950:	0x03030303	0x03030303	0x03030303	0x03040303
0x1c04e960:	0x05040305	0x04050303	0x03050403	0x04040406
0x1c04e970:	0x03040503	0x04040404	0x03050403	0x03030404
0x1c04e980:	0x03030303	0x03030303	0x03030304	0x04030303
0x1c04e990:	0x03030303	0x03040303	0x03030304	0x03030303
0x1c04e9a0:	0x05060404	0x04060405	0x04050405	0x05050306
0x1c04e9b0:	0x03040504	0x03050406	0x04040405	0x04050305
0x1c04e9c0:	0x03040303	0x03040306	0x04030304	0x03030304
0x1c04e9d0:	0x04040405	0x03030505	0x03060304	0x03030303
0x1c04e9e0:	0x05060406	0x05050304	0x05060606	0x05040304
0x1c04e9f0:	0x04050404	0x04060404	0x03060403	0x04050405
0x1c04ea00:	0x04040305	0x04050404	0x04030405	0x03050405
0x1c04ea10:	0x03050404	0x03060305	0x04040504	0x03050405
0x1c04ea20:	0x04050504	0x05040605	0x05040505	0x04050406
0x1c04ea30:	0x05050406	0x05050405	0x06050504	0x04040404
0x1c04ea40:	0x05060405	0x05050403	0x04050404	0x05040405
0x1c04ea50:	0x04050405	0x04050406	0x04040404	0x05040405
0x1c04ea60:	0x06050606	0x06060506	0x04050505	0x05060506
0x1c04ea70:	0x05060505	0x05060506	0x05060506	0x05060506
0x1c04ea80:	0x06050406	0x05050406	0x05060406	0x04050406
0x1c04ea90:	0x05050405	0x04050404	0x04050505	0x05060405
0x1c04eaa0:	0x05050505	0x06060506	0x05050606	0x06060405
0x1c04eab0:	0x04060606	0x05060405	0x04050605	0x05050405
0x1c04eac0:	0x05040406	0x04060505	0x04050405	0x05050506
0x1c04ead0:	0x05060405	0x05050606	0x05050505	0x05050404
0x1c04eae0:	0x06060406	0x05050506	0x06060606	0x05050606
0x1c04eaf0:	0x06050606	0x06060504	0x05060506	0x05050506
0x1c04eb00:	0x06050505	0x05060505	0x05050506	0x05050505
0x1c04eb10:	0x05060506	0x05060405	0x05050506	0x04050506
0x1c04eb20:	0x05060606	0x06060606	0x06070605	0x06060606
0x1c04eb30:	0x05060506	0x05060507	0x06060506	0x06060506
0x1c04e940:	0x03030304	0x03030303	0x03030303	0x03030303
0x1c04e950:	0x03030303	0x03030303	0x03030303	0x03040303
0x1c04e960:	0x05040305	0x04040303	0x03050403	0x04040405
0x1c04e970:	0x03040503	0x03040404	0x03060403	0x03050404
0x1c04e980:	0x03030303	0x03030303	0x03030304	0x03030303
0x1c04e990:	0x03030303	0x03040303	0x03030304	0x03030303
0x1c04e9a0:	0x05060304	0x04060405	0x04050505	0x04050306
0x1c04e9b0:	0x03050504	0x03050506	0x04040405	0x04050306
0x1c04e9c0:	0x03040303	0x03040306	0x04030304	0x03030304
0x1c04e9d0:	0x04040405	0x03030405	0x03040304	0x03040303
0x1c04e9e0:	0x05060406	0x05050504	0x05060606	0x05050305
0x1c04e9f0:	0x04050404	0x04060304	0x04060403	0x04050405
0x1c04ea00:	0x04040305	0x04050404	0x04030405	0x03040405
0x1c04ea10:	0x03050404	0x03060305	0x04050504	0x03050405
0x1c04ea20:	0x04050504	0x05040605	0x05040505	0x05050406
0x1c04ea30:	0x05050406	0x05060405	0x06050504	0x04040404
0x1c04ea40:	0x04060405	0x05050403	0x04050404	0x05040405
0x1c04ea50:	0x04050505	0x04050406	0x04040404	0x05040405
0x1c04ea60:	0x06050506	0x06060506	0x04050505	0x06060406
0x1c04ea70:	0x05060506	0x05060506	0x05060506	0x05060506
0x1c04ea80:	0x06060406	0x05050604	0x05060406	0x04050406
0x1c04ea90:	0x05050405	0x04050404	0x05050505	0x05060405
0x1c04eaa0:	0x05050505	0x05060506	0x05050605	0x05060405
0x1c04eab0:	0x04060606	0x05060506	0x04050605	0x04050405
0x1c04eac0:	0x05050406	0x04060505	0x04050406	0x05050506
0x1c04ead0:	0x05060405	0x05050606	0x05050406	0x05050404
0x1c04eae0:	0x06060406	0x05060506	0x05060606	0x05050606
0x1c04eaf0:	0x05050606	0x06060504	0x05060506	0x05050506
0x1c04eb00:	0x06060506	0x05060505	0x05050506	0x05060505
0x1c04eb10:	0x05060506	0x05060405	0x05050505	0x04050506
0x1c04eb20:	0x05060606	0x06060606	0x06070605	0x06060606
0x1c04eb30:	0x05060506	0x05060607	0x06060505	0x06060506
0x1c04e940:	0x11101011	0x10101010	0x10111010	0x10101011
0x1c04e950:	0x10111011	0x10101011	0x10101010	0x10111011
0x1c04e960:	0x13111011	0x10111010	0x10111011	0x10101113
0x1c04e970:	0x11111110	0x10101011	0x11111010	0x10111011
0x1c04e980:	0x11101010	0x10101010	0x10101110	0x10101010
0x1c04e990:	0x10101010	0x10111011	0x10101011	0x10101010
0x1c04e9a0:	0x13131111	0x11131113	0x11121213	0x12131112
0x1c04e9b0:	0x10111111	0x11131113	0x11111013	0x11111013
0x1c04e9c0:	0x11111111	0x10111112	0x11111111	0x10111111
0x1c04e9d0:	0x11121111	0x11111113	0x11131111	0x11111011
0x1c04e9e0:	0x13131113	0x13131110	0x12131313	0x11111011
0x1c04e9f0:	0x11111112	0x11131011	0x11121111	0x10111113
0x1c04ea00:	0x13121113	0x12131213	0x11111113	0x11131113
0x1c04ea10:	0x11131213	0x11131113	0x12121211	0x11131213
0x1c04ea20:	0x12111111	0x11111312	0x13111111	0x11111113
0x1c04ea30:	0x12131113	0x11111113	0x12111211	0x12111111
0x1c04ea40:	0x13131213	0x13131211	0x12131212	0x13131313
0x1c04ea50:	0x12131313	0x11131113	0x11121111	0x13131213
0x1c04ea60:	0x13111113	0x13131313	0x11131213	0x12131113
0x1c04ea70:	0x13131212	0x12131213	0x13131213	0x12121213
0x1c04ea80:	0x14131313	0x13131313	0x13131313	0x13131313
0x1c04ea90:	0x13131313	0x12131313	0x13131313	0x13131313
0x1c04eaa0:	0x13131312	0x12131313	0x11131213	0x13131113
0x1c04eab0:	0x12131313	0x12131113	0x11121311	0x11131113
0x1c04eac0:	0x13131313	0x13131313	0x12131313	0x13131313
0x1c04ead0:	0x13131313	0x13131313	0x13131113	0x13131113
0x1c04eae0:	0x13131213	0x11121313	0x13131313	0x13121313
0x1c04eaf0:	0x13131312	0x13131212	0x13131213	0x12121213
0x1c04eb00:	0x13131213	0x13131313	0x13131313	0x13131313
0x1c04eb10:	0x13131313	0x13131313	0x12131313	0x12131313
0x1c04eb20:	0x13131313	0x13131313	0x13131313	0x13131313
0x1c04eb30:	0x13131313	0x12131313	0x13131213	0x13131213
0x1c04e940:	0x11101011	0x10101010	0x10111010	0x10101011
0x1c04e950:	0x10111011	0x10101011	0x10101010	0x10111010
0x1c04e960:	0x13111011	0x10111010	0x10111010	0x10101112
0x1c04e970:	0x11111110	0x10101010	0x10111010	0x10111011
0x1c04e980:	0x11101010	0x10101010	0x10101110	0x10101010
0x1c04e990:	0x10101010	0x10111010	0x10101011	0x10101010
0x1c04e9a0:	0x13111111	0x11131113	0x11111111	0x12131012
0x1c04e9b0:	0x10111111	0x10111113	0x11111013	0x11111013
0x1c04e9c0:	0x11111011	0x10111012	0x10111011	0x10111111
0x1c04e9d0:	0x11121111	0x11111112	0x11131011	0x10111011
0x1c04e9e0:	0x13131113	0x13111110	0x11131313	0x11111011
0x1c04e9f0:	0x11111111	0x11131011	0x11121111	0x10111112
0x1c04ea00:	0x13121112	0x11131212	0x11111113	0x11121113
0x1c04ea10:	0x11131111	0x11131113	0x12111211	0x11131113
0x1c04ea20:	0x12111111	0x11111311	0x11111111	0x11111113
0x1c04ea30:	0x12111112	0x11111113	0x11111211	0x12111111
0x1c04ea40:	0x13131113	0x13131111	0x12131211	0x13131313
0x1c04ea50:	0x11131313	0x11131112	0x11111111	0x13131213
0x1c04ea60:	0x13111112	0x13131313	0x11131113	0x12131113
0x1c04ea70:	0x12121112	0x11121113	0x13131213	0x12121213
0x1c04ea80:	0x14131313	0x13131313	0x13131213	0x13131313
0x1c04ea90:	0x13131313	0x12131213	0x13131313	0x13131313
0x1c04eaa0:	0x12121212	0x12131213	0x11111213	0x13131113
0x1c04eab0:	0x12131313	0x12121113	0x11111311	0x11121111
0x1c04eac0:	0x13121313	0x12131313	0x12131313	0x13131313
0x1c04ead0:	0x13131213	0x13131313	0x12131112	0x13131113
0x1c04eae0:	0x13131113	0x11121113	0x13131213	0x12111313
0x1c04eaf0:	0x13121312	0x13131211	0x13131213	0x12111213
0x1c04eb00:	0x13131213	0x13131313	0x13131313	0x13131313
0x1c04eb10:	0x13131213	0x13131213	0x12131313	0x12131313
0x1c04eb20:	0x13131313	0x13131313	0x13131313	0x13131313
0x1c04eb30:	0x13131313	0x12131313	0x13131212	0x12131213
0x1c04e940:	0x1e1e1e1f	0x1c1e1e1e	0x1e1f1f1f	0x1e1e1e1e
0x1c04e950:	0x1e1f1f1f	0x1e1e1e1e	0x1e1e1e1e	0x1f1f1e1e
0x1c04e960:	0x1f1f1e1f	0x1e1f1e1e	0x1d1f1e1e	0x1e1e1e1f
0x1c04e970:	0x1e1e1f1e	0x1e1e1e1e	0x1e1f1e1e	0x1e1e1e1f
0x1c04e980:	0x1f1e1e1e	0x1c1e1d1e	0x1e1e1f1e	0x1e1e1e1e
0x1c04e990:	0x1e1e1e1e	0x1e1f1d1f	0x1c1e1e1f	0x1d1e1d1e
0x1c04e9a0:	0x1f1f1e1e	0x1e1f1f1f	0x1f1f1f1f	0x1f1f1e1f
0x1c04e9b0:	0x1e1f1f1f	0x1e1f1f1f	0x1e1f1e1f	0x1e1f1e1f
0x1c04e9c0:	0x1f1f1f1f	0x1e1f1d1f	0x1e1f1e1f	0x1e1e1f1f
0x1c04e9d0:	0x1f1f1e1f	0x1f1e1f1f	0x1f1f1e1f	0x1e1e1e1f
0x1c04e9e0:	0x1f1f1e1f	0x1f1e1f1e	0x1e1f1f1f	0x1f1e1d1e
0x1c04e9f0:	0x1e1e1e1e	0x1e1f1e1e	0x1e1e1e1e	0x1e1f1e1f
0x1c04ea00:	0x1f1f1f1f	0x1f1f1f1f	0x1e1f1f1f	0x1f1f1f1f
0x1c04ea10:	0x1f1f1f1f	0x1e1f1e1f	0x1f1f1f1f	0x1e1f1e1f
0x1c04ea20:	0x1e1e1f1e	0x1e1e1f1e	0x1e1e1e1e	0x1e1e1e1f
0x1c04ea30:	0x1e1f1e1f	0x1e1f1e1f	0x1f1e1e1e	0x1e1e1e1e
0x1c04ea40:	0x1f1f1e1f	0x1f1f1f1e	0x1e1f1f1e	0x1f1e1f1f
0x1c04ea50:	0x1e1f1e1f	0x1e1f1e1e	0x1e1e1e1e	0x1f1f1f1f
0x1c04ea60:	0x1f1e1e1e	0x1f1f1e1f	0x1e1f1e1f	0x1e1e1e1f
0x1c04ea70:	0x1f1f1e1e	0x1e1e1e1f	0x1f1e1e1f	0x1e1e1e1f
0x1c04ea80:	0x1f1f1e1f	0x1f1f1f1f	0x1f1f1e1f	0x1e1f1e1f
0x1c04ea90:	0x1f1f1f1f	0x1f1f1e1f	0x1f1f1f1f	0x1f1f1e1f
0x1c04eaa0:	0x1e1e1e1e	0x1e1f1f1f	0x1e1f1e1f	0x1f1f1e1f
0x1c04eab0:	0x1e1f1f1f	0x1e1f1e1f	0x1e1e1f1e	0x1e1f1d1f
0x1c04eac0:	0x1f1f1f1f	0x1f1f1f1f	0x1f1f1f1f	0x1f1f1f1f
0x1c04ead0:	0x1f1f1e1f	0x1f1f1f1f	0x1e1f1e1f	0x1f1f1e1f
0x1c04eae0:	0x1f1f1e1f	0x1e1e1e1f	0x1f1f1e1f	0x1e1e1f1f
0x1c04eaf0:	0x1f1e1f1e	0x1f1f1e1e	0x1f1f1e1f	0x1e1e1e1f
0x1c04eb00:	0x1f1f1e1f	0x1e1f1e1f	0x1f1f1f1f	0x1f1f1e1f
0x1c04eb10:	0x1f1f1e1f	0x1e1f1e1f	0x1e1f1e1f	0x1e1e1f1f
0x1c04eb20:	0x1f1f1e1f	0x1f1e1f1e	0x1e1f1e1e	0x1f1f1e1e
0x1c04eb30:	0x1e1f1e1f	0x1e1f1e1f	0x1e1f1e1e	0x1e1f1e1f
0x1c04e940:	0x1f1f1f1f	0x1f1f1f1f	0x1f1f1f1f	0x1f1f1f1f
0x1c04e950:	0x1f1f1f1f	0x1f1f1f1f	0x1f1f1f1f	0x1f1f1f1f
0x1c04e960:	0x1f1f1f1f	0x1f1f1f1f	0x1f1f1f1f	0x1f1f1f1f
